id,name,birth,death,nationality_ref,nationality,height_meters,birth_validation,death_validation
m.05zq4y,Ralph Backstrom,1937-09-18,2037-08-24,m.0d060g,Ralph Backstrom,1.78,"",Datum umrtia nemusi byt spravny.
m.066wm8,Jim McLaughlin,1861-02-12,1927-01-19,m.09c7w0,Jim McLaughlin,"","",""
m.012hdwfp,Claudine Bertrand,1948-07-04,2048-06-09,m.0f8l9c,Claudine Bertrand,"","",Datum umrtia nemusi byt spravny.
m.027x585,Pierre Méhaignerie,1939-05-04,2039-04-09,m.0f8l9c,Pierre Méhaignerie,"","",Datum umrtia nemusi byt spravny.
m.02l57v,Floyd Red Crow Westerman,1936-08-17,2007-12-13,m.09c7w0,Floyd Red Crow Westerman,"","",""
m.02r2lvn,Manoa Masi,1974-08-18,2074-07-24,m.02wt0,Manoa Masi,"","",Datum umrtia nemusi byt spravny.
m.02r9ff9,Anna Brecon,1971-01-01,2070-12-07,m.02jx1,Anna Brecon,"","",Datum umrtia nemusi byt spravny.
m.04cs7q5,David Heatley,1974-10-17,2074-09-22,m.09c7w0,David Heatley,"","",Datum umrtia nemusi byt spravny.
m.04mzr9f,Derek Ho,1964-09-26,2064-09-01,m.09c7w0,Derek Ho,1.65,"",Datum umrtia nemusi byt spravny.
m.05ws6gl,Malcolm Todd,1939-11-27,2013-06-06,m.07ssc,Malcolm Todd,"","",""
m.05zpffm,Josh Shipp,1986-02-14,2086-01-20,m.09c7w0,Josh Shipp,1.96,"",Datum umrtia nemusi byt spravny.
m.06sfnvy,Otto Den  Braver,"","",m.059j2,Otto Den  Braver,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.07vk2q,Steve Ashlee,"","",m.09c7w0,Steve Ashlee,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.0114vl4t,Giannis Charontakis,1995-08-07,2095-07-13,m.035qy,Giannis Charontakis,"","",Datum umrtia nemusi byt spravny.
m.011jsfgv,Trevor Butcher,"","",m.09c7w0,Trevor Butcher,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.011q7v46,Miguel Cid,1992-05-21,2092-04-26,m.05r4w,Miguel Cid,1.75,"",Datum umrtia nemusi byt spravny.
m.012nky4c,"Peter Wallenberg, Sr.",1926-05-29,2015-01-19,m.0d0vqn,"Peter Wallenberg, Sr.","","",""
m.01xxjd,Louis Pierre Manuel,1751-01-01,1793-11-17,m.0f8l9c,Louis Pierre Manuel,"","",""
m.026xzqg,Baby Boy da Prince,1986-01-01,2085-12-07,m.09c7w0,Baby Boy da Prince,"","",Datum umrtia nemusi byt spravny.
m.02ws21,John Gibson,1740-05-23,1822-04-10,m.09c7w0,John Gibson,"","",""
m.02wwbs1,Farooq Sattar,1959-04-09,2059-03-15,m.05sb1,Farooq Sattar,"","",Datum umrtia nemusi byt spravny.
m.02y_6wk,Justin Hughes,"","",m.09c7w0,Justin Hughes,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.03b_357,Viola Odebrecht,1983-02-11,2083-01-17,m.03f2w,Viola Odebrecht,1.75,"",Datum umrtia nemusi byt spravny.
m.03b_357,Viola Odebrecht,1983-02-11,2083-01-17,m.0345h,Viola Odebrecht,1.75,"",Datum umrtia nemusi byt spravny.
m.04lk1d1,Billy Keys,1977-10-26,2077-10-01,m.09c7w0,Billy Keys,1.88,"",Datum umrtia nemusi byt spravny.
m.04wtk2,David Thomas,1794-11-03,1882-06-20,m.0j5g9,David Thomas,"","",""
m.04wtk2,David Thomas,1794-11-03,1882-06-20,m.09c7w0,David Thomas,"","",""
m.058g9g4,Roy Walker,1931-01-01,2013-01-06,m.07ssc,Roy Walker,"","",""
m.06425cn,Aleksandrs Jeļisejevs,1971-08-11,2071-07-17,m.04g5k,Aleksandrs Jeļisejevs,1.82,"",Datum umrtia nemusi byt spravny.
m.0136_r6v,Sirimal Abeyratne,"","",m.06m_5,Sirimal Abeyratne,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.02p8yc3,Mami Kawada,"","",m.03_3d,Mami Kawada,1.59,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.02rbtvp,Les Berry,1906-05-28,1985-02-05,m.02jx1,Les Berry,"","",""
m.0411fh7,Sam Reay,1984-05-23,2084-04-28,m.02jx1,Sam Reay,1.8,"",Datum umrtia nemusi byt spravny.
m.047vn8j,Lolo Soetoro,1935-01-02,1987-03-02,m.03ryn,Lolo Soetoro,"","",""
m.04mgm1,Charles Ganilh,1758-01-06,1836-01-01,m.0f8l9c,Charles Ganilh,"","",""
m.04n3yl6,Beverly Jensen,1953-01-01,2003-01-01,m.09c7w0,Beverly Jensen,"","",""
m.04ygps6,Cecil Beresford Ramage,1895-01-17,1988-02-22,m.07ssc,Cecil Beresford Ramage,"","",""
m.052_y76,Kim Min-ho,1985-05-13,2085-04-18,m.06qd3,Kim Min-ho,1.89,"",Datum umrtia nemusi byt spravny.
m.05998q,LeRoy Neiman,1921-06-08,2012-06-20,m.09c7w0,LeRoy Neiman,"","",""
m.05zv5pk,Christian Andreasen,1988-05-18,2088-04-23,m.0k6nt,Christian Andreasen,"","",Datum umrtia nemusi byt spravny.
m.06kmgd_,Sheena White,"","",m.07ssc,Sheena White,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
g.120vbj60,Rigobert Gruber,1961-05-14,2061-04-19,m.0345h,Rigobert Gruber,"","",Datum umrtia nemusi byt spravny.
m.011jd1p6,Kalle Lehtinen,"","",m.02vzc,Kalle Lehtinen,1.8,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.011qf0hc,Jourdan DeMuynck,1990-09-29,2090-09-04,m.09c7w0,Jourdan DeMuynck,1.98,"",Datum umrtia nemusi byt spravny.
m.018rt5,Philipp Spener,1635-01-13,1705-02-05,m.0345h,Philipp Spener,"","",""
m.025xgpm,Tobin J. Marks,1944-11-25,2044-10-31,m.09c7w0,Tobin J. Marks,"","",Datum umrtia nemusi byt spravny.
m.026k01m,Pug Southerland,1911-10-28,1949-10-12,m.09c7w0,Pug Southerland,"","",""
m.02px430,Nicola Malinconico,1663-01-01,1721-01-01,m.03rjj,Nicola Malinconico,"","",""
m.02x6ldr,Victor Sasson,"","",m.0d05q4,Victor Sasson,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.02z72c4,Robert D. Maxwell,1920-10-26,2020-10-01,m.09c7w0,Robert D. Maxwell,"","",Datum umrtia nemusi byt spravny.
m.03d0461,Rolando Corella,1972-07-26,2072-07-01,m.01p8s,Rolando Corella,1.74,"",Datum umrtia nemusi byt spravny.
m.04q9q5k,Alexander Belavin,1943-01-01,2042-12-07,m.06bnz,Alexander Belavin,"","",Datum umrtia nemusi byt spravny.
m.053grp,Maja Gojković,1963-05-22,2063-04-27,m.077qn,Maja Gojković,"","",Datum umrtia nemusi byt spravny.
m.05c3k2s,Don Coleman,"","",m.0d060g,Don Coleman,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.06605t_,John Gilbert,1910-10-08,1992-06-24,m.02jx1,John Gilbert,"","",""
m.06_wryz,Dejan Kralj,1976-06-28,2076-06-03,m.06t8v,Dejan Kralj,1.75,"",Datum umrtia nemusi byt spravny.
m.010hfb33,Mariano Serkin,1975-01-01,2074-12-07,m.0jgd,Mariano Serkin,"","",Datum umrtia nemusi byt spravny.
m.016htr,Edwin Fischer,1886-10-06,1960-01-24,m.06mzp,Edwin Fischer,"","",""
m.0268yw5,Kevin Price,1961-12-18,2061-11-23,m.09c7w0,Kevin Price,"","",Datum umrtia nemusi byt spravny.
m.02_nvn,John Bennett Ramsey,1943-12-07,2043-11-12,m.09c7w0,John Bennett Ramsey,"","",Datum umrtia nemusi byt spravny.
m.02z37pw,Trevor Morris,1920-09-06,2003-02-03,m.0j5g9,Trevor Morris,"","",""
m.03c5jx4,Hobbamock,1543-01-26,1643-01-01,m.09c7w0,Hobbamock,"",Datum narodenia nemusi byt spravny.,""
m.03c945w,Kang Soo Jin,1965-10-19,2065-09-24,m.06qd3,Kang Soo Jin,"","",Datum umrtia nemusi byt spravny.
m.043lm20,Poul Jensen,1934-03-28,2000-01-01,m.0k6nt,Poul Jensen,1.75,"",""
m.049sx1,William Nelson Page,1854-01-06,1932-03-07,m.09c7w0,William Nelson Page,"","",""
m.04fml6w,Kori Madison Federline,2002-07-31,2102-07-07,m.09c7w0,Kori Madison Federline,"","",Datum umrtia nemusi byt spravny.
m.053y7q,Marlene Weingärtner,1980-01-30,2080-01-05,m.0345h,Marlene Weingärtner,1.74,"",Datum umrtia nemusi byt spravny.
m.056ztj,Gülseren,1973-01-01,2072-12-07,m.01znc_,Gülseren,"","",Datum umrtia nemusi byt spravny.
m.05f6jc0,Len G. Broughton,1865-12-05,1936-02-22,m.09c7w0,Len G. Broughton,"","",""
m.05ztbts,Natalia Ziganshina,1985-12-24,2085-11-29,m.06bnz,Natalia Ziganshina,1.56,"",Datum umrtia nemusi byt spravny.
m.011jjhyc,Eduardo Aguilar,1984-08-11,2084-07-17,m.0b90_r,Eduardo Aguilar,"","",Datum umrtia nemusi byt spravny.
m.01tv_qp,Darren Tate,1972-10-22,2072-09-27,m.07ssc,Darren Tate,"","",Datum umrtia nemusi byt spravny.
m.025w467,Benjamin Hardin Helm,1831-06-02,1863-09-21,m.09c7w0,Benjamin Hardin Helm,"","",""
m.025w467,Benjamin Hardin Helm,1831-06-02,1863-09-21,m.020d5,Benjamin Hardin Helm,"","",""
m.0279w_q,José Antonio Olvera,1986-03-04,2086-02-07,m.0b90_r,José Antonio Olvera,1.76,"",Datum umrtia nemusi byt spravny.
m.027ht28,Christopher Bishop,1959-04-07,2059-03-13,m.07ssc,Christopher Bishop,"","",Datum umrtia nemusi byt spravny.
m.02pn_rf,Morton Tubor,1920-06-01,2020-05-07,m.09c7w0,Morton Tubor,"","",Datum umrtia nemusi byt spravny.
m.02q5197,Tony Maher,1969-01-01,2068-12-07,m.03rt9,Tony Maher,"","",Datum umrtia nemusi byt spravny.
m.02r7xmz,Jeff Otis,1983-01-30,2083-01-05,m.09c7w0,Jeff Otis,1.85,"",Datum umrtia nemusi byt spravny.
m.03hg90w,Aron Liechti,1986-02-15,2086-01-21,m.06mzp,Aron Liechti,1.89,"",Datum umrtia nemusi byt spravny.
m.03nr43f,Johannes Kohtz,1843-07-18,1918-10-05,m.0345h,Johannes Kohtz,"","",""
m.04jcmw9,Carlo Delle Piane,1936-02-02,2036-01-08,m.03rjj,Carlo Delle Piane,1.6,"",Datum umrtia nemusi byt spravny.
m.04y11q,Nathan Francis Mossell,1856-07-27,1946-10-27,m.09c7w0,Nathan Francis Mossell,"","",""
m.05c4wsr,Charles H. Zimmerman,1908-01-01,1996-05-05,m.09c7w0,Charles H. Zimmerman,"","",""
m.05f5tf5,Gabriella Pallotta,1938-10-06,2038-09-11,m.03rjj,Gabriella Pallotta,"","",Datum umrtia nemusi byt spravny.
m.05zm73s,Frederick Hermann Knubel,1870-05-22,1945-10-16,m.09c7w0,Frederick Hermann Knubel,"","",""
m.07s7v5,Andronikos Palaiologos,1400-01-01,1428-03-04,m.017cw,Andronikos Palaiologos,"","",""
m.0120z6nb,Dorothy Cowlin,1911-08-16,2010-01-10,m.07ssc,Dorothy Cowlin,"","",""
m.01wc5_5,Frankie Bones,1966-01-01,2065-12-07,m.09c7w0,Frankie Bones,"","",Datum umrtia nemusi byt spravny.
m.03c82x1,Sam Okoye,1980-05-01,2005-08-31,m.05cgv,Sam Okoye,"","",""
m.03cdzjf,David Plaisted,"","",m.09c7w0,David Plaisted,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.03cfyng,Harri Anne Smith,1962-01-20,2061-12-26,m.09c7w0,Harri Anne Smith,"","",Datum umrtia nemusi byt spravny.
m.053y8g,Alfred Gudeman,1862-08-26,1942-09-09,m.09c7w0,Alfred Gudeman,"","",""
m.05p52vy,Anna Whelan Betts,1873-05-15,1959-02-06,m.09c7w0,Anna Whelan Betts,"","",""
m.06jm2w,Lev Grossman,1969-06-26,2069-06-01,m.09c7w0,Lev Grossman,"","",Datum umrtia nemusi byt spravny.
m.010rv1_1,Robert Vanek,"","",m.01mjq,Robert Vanek,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.011nrjc1,Kamryn Johnson,"","",m.09c7w0,Kamryn Johnson,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.03d6tz,"Andrew Adonis, Baron Adonis",1963-02-22,2063-01-28,m.07ssc,"Andrew Adonis, Baron Adonis","","",Datum umrtia nemusi byt spravny.
m.03h1_0,Patrice Brisebois,1971-01-27,2071-01-02,m.0d060g,Patrice Brisebois,1.88,"",Datum umrtia nemusi byt spravny.
m.03nrm6,Rollo Beck,1870-08-26,1950-11-22,m.09c7w0,Rollo Beck,"","",""
m.047qs_k,James L. White,1936-03-26,1981-07-01,m.09c7w0,James L. White,"","",""
m.04cx7y,Robert B. Salter,1924-12-15,2010-05-10,m.0d060g,Robert B. Salter,"","",""
m.04qq57,Dwight Stephenson,1957-11-20,2057-10-26,m.09c7w0,Dwight Stephenson,1.88,"",Datum umrtia nemusi byt spravny.
m.04vq6v,Alexander P. de Seversky,1894-06-07,1974-08-24,m.06bnz,Alexander P. de Seversky,"","",""
m.04vq6v,Alexander P. de Seversky,1894-06-07,1974-08-24,m.09c7w0,Alexander P. de Seversky,"","",""
m.05w0kkj,Fred R. Myers,1948-06-10,2048-05-16,m.09c7w0,Fred R. Myers,"","",Datum umrtia nemusi byt spravny.
m.05y7sn_,Robert Entman,"","",m.09c7w0,Robert Entman,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.026_f0k,Robert King,1951-05-24,2051-04-29,m.09c7w0,Robert King,"","",Datum umrtia nemusi byt spravny.
m.02pr8ny,Charles Christian Plitt,1869-05-06,1933-10-13,m.09c7w0,Charles Christian Plitt,"","",""
m.02rjz_m,W. Godfrey Hunter,1841-12-25,1917-11-02,m.09c7w0,W. Godfrey Hunter,"","",""
m.02vl5r6,Francis Lathom,1774-07-14,1832-01-01,m.02jx1,Francis Lathom,"","",""
m.02vl8h6,Jason Zent,1971-04-15,2071-03-21,m.09c7w0,Jason Zent,1.8,"",Datum umrtia nemusi byt spravny.
m.02vw86l,Don Seccombe,1942-04-03,2042-03-09,m.0chghy,Don Seccombe,"","",Datum umrtia nemusi byt spravny.
m.02z35hr,Jeff Gretz,1976-07-18,2076-06-23,m.09c7w0,Jeff Gretz,"","",Datum umrtia nemusi byt spravny.
m.039whh,Shamari Buchanan,1977-01-11,2076-12-17,m.09c7w0,Shamari Buchanan,"","",Datum umrtia nemusi byt spravny.
m.03cr4ys,Frank Hemphill,1878-05-13,1950-11-16,m.09c7w0,Frank Hemphill,"","",""
m.0462gfn,Feliks Tych,1929-07-31,2015-02-16,m.05qhw,Feliks Tych,"","",""
m.047s0ny,Brian Dabul,1984-02-24,2084-01-30,m.0jgd,Brian Dabul,1.7,"",Datum umrtia nemusi byt spravny.
m.04dwk9,Edward Barber,1893-06-10,1915-03-12,m.07ssc,Edward Barber,"","",""
m.04m_lxr,François Pallu,1626-01-01,1684-01-01,m.0f8l9c,François Pallu,"","",""
m.04ydpj2,Charles E. Courtney,1849-11-13,1920-07-17,m.09c7w0,Charles E. Courtney,1.83,"",""
m.05jysx,Kara Saun,1967-09-26,2067-09-01,m.09c7w0,Kara Saun,"","",Datum umrtia nemusi byt spravny.
m.06w1vxl,"Joachim, Count of Schönburg-Glauchau",1929-02-04,1998-09-29,m.0345h,"Joachim, Count of Schönburg-Glauchau","","",""
m.081csc,Richard Park,1976-05-27,2076-05-02,m.09c7w0,Richard Park,1.8,"",Datum umrtia nemusi byt spravny.
m.0101hytn,Nariah Parks,"","",m.09c7w0,Nariah Parks,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.026lt65,Harvey Esajas,1974-06-13,2074-05-19,m.059j2,Harvey Esajas,1.85,"",Datum umrtia nemusi byt spravny.
m.02q4369,Brett James,1968-06-05,2068-05-11,m.09c7w0,Brett James,"","",Datum umrtia nemusi byt spravny.
m.02ql38b,Barry Richter,1970-09-11,2070-08-17,m.09c7w0,Barry Richter,1.88,"",Datum umrtia nemusi byt spravny.
m.02rffsv,Robert Thorne,1860-03-01,1930-02-11,m.02jx1,Robert Thorne,"","",""
m.02vwyxc,Willie Hunter,1940-02-14,2040-01-20,m.06q1r,Willie Hunter,"","",Datum umrtia nemusi byt spravny.
m.02wl65p,Gus Trikonis,1937-11-21,2037-10-27,m.09c7w0,Gus Trikonis,"","",Datum umrtia nemusi byt spravny.
m.02wvprm,Reinaldo Alderete,1983-01-17,2082-12-23,m.0jgd,Reinaldo Alderete,1.77,"",Datum umrtia nemusi byt spravny.
m.0479slg,Seiji Sasaki,1965-01-11,2064-12-17,m.03_3d,Seiji Sasaki,"","",Datum umrtia nemusi byt spravny.
m.06jz1m,Qiu Ying,1494-01-01,1552-01-01,m.0d05w3,Qiu Ying,"","",""
m.07q9mt1,Zygmunt Zintel,1911-04-02,1990-09-30,m.01zs00,Zygmunt Zintel,"","",""
m.07q9mt1,Zygmunt Zintel,1911-04-02,1990-09-30,m.0cdbq,Zygmunt Zintel,"","",""
m.07q9mt1,Zygmunt Zintel,1911-04-02,1990-09-30,m.03pn9,Zygmunt Zintel,"","",""
m.07q9mt1,Zygmunt Zintel,1911-04-02,1990-09-30,m.05qhw,Zygmunt Zintel,"","",""
m.010r24yt,Green Harawa,1989-01-21,2088-12-27,m.04tr1,Green Harawa,"","",Datum umrtia nemusi byt spravny.
m.026s5v9,William Norman Guthrie,1868-03-04,1944-12-09,m.09c7w0,William Norman Guthrie,"","",""
m.0272b3n,Caroline Kraabel,1961-01-01,2060-12-07,m.07ssc,Caroline Kraabel,"","",Datum umrtia nemusi byt spravny.
m.0272b3n,Caroline Kraabel,1961-01-01,2060-12-07,m.09c7w0,Caroline Kraabel,"","",Datum umrtia nemusi byt spravny.
m.03crmb0,Lars Martin Engedal,1983-09-11,2083-08-17,m.05b4w,Lars Martin Engedal,"","",Datum umrtia nemusi byt spravny.
m.04bvrk,Eden Robinson,1968-01-19,2067-12-25,m.0d060g,Eden Robinson,"","",Datum umrtia nemusi byt spravny.
m.04svwgf,Jeff Wheeler,1990-08-08,2090-07-14,m.09c7w0,Jeff Wheeler,"","",Datum umrtia nemusi byt spravny.
m.05h49y3,Karen Doggenweiler,1969-08-27,2069-08-02,m.01p1v,Karen Doggenweiler,"","",Datum umrtia nemusi byt spravny.
m.06m66w,Paul Oudin,1851-01-01,1923-01-01,m.0f8l9c,Paul Oudin,"","",""
m.077vm4,Robert Saxton,1953-01-01,2052-12-07,m.02jx1,Robert Saxton,"","",Datum umrtia nemusi byt spravny.
m.07l4zzy,Josef Dabernig,1956-01-01,2055-12-07,m.0h7x,Josef Dabernig,"","",Datum umrtia nemusi byt spravny.
g.1213_c5j,Paul Röttger,1954-01-01,2053-12-07,m.059j2,Paul Röttger,"","",Datum umrtia nemusi byt spravny.
m.0105fkh_,Brooke Roberts,"","",m.09c7w0,Brooke Roberts,1.57,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.0136zm8l,Yōji Sakate,1962-03-11,2062-02-14,m.03_3d,Yōji Sakate,"","",Datum umrtia nemusi byt spravny.
m.017hks,Kiyoura Keigo,1850-02-14,1942-11-05,m.03_3d,Kiyoura Keigo,"","",""
m.02wvrfm,Miguel Ángel Santoro,1942-02-27,2042-02-02,m.0jgd,Miguel Ángel Santoro,"","",Datum umrtia nemusi byt spravny.
m.02z4b9m,"Sir Edward Campbell, 1st Baronet",1879-04-09,1945-07-17,m.07ssc,"Sir Edward Campbell, 1st Baronet","","",""
m.02z861v,Chitresh Das,1944-11-09,2015-01-04,m.03rk0,Chitresh Das,"","",""
m.03fddh,Mehdi Karroubi,1937-09-26,2037-09-01,m.03shp,Mehdi Karroubi,"","",Datum umrtia nemusi byt spravny.
m.03h_f5f,Kenny Siegal,"","",m.09c7w0,Kenny Siegal,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.04f94jx,Stephen Hopkins,"","",m.09c7w0,Stephen Hopkins,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.05b60fg,Eberhard von Breitenbuch,1910-07-20,1980-09-21,m.0345h,Eberhard von Breitenbuch,"","",""
m.027n0cb,Mienoumi Tsuyoshi,1948-02-04,2048-01-10,m.03_3d,Mienoumi Tsuyoshi,1.805,"",Datum umrtia nemusi byt spravny.
m.02plf44,Mike Lynch,1962-01-18,2061-12-24,m.09c7w0,Mike Lynch,"","",Datum umrtia nemusi byt spravny.
m.02q9j5m,Tomasz Markowski,1975-07-30,2075-07-05,m.05qhw,Tomasz Markowski,"","",Datum umrtia nemusi byt spravny.
m.02r6744,Bill Christian,1938-01-28,2038-01-03,m.09c7w0,Bill Christian,1.76,"",Datum umrtia nemusi byt spravny.
m.04_14q9,Erik Hansen,1939-11-15,2014-09-30,m.0k6nt,Erik Hansen,"","",""
m.04f9grb,Seth \Weston\ Kelsey,1981-08-24,2081-07-30,m.09c7w0,Seth \Weston\ Kelsey,1.93,"",Datum umrtia nemusi byt spravny.
m.04gl_zb,Igor Kolodinsky,1983-07-07,2083-06-12,m.05vz3zq,Igor Kolodinsky,1.98,"",Datum umrtia nemusi byt spravny.
m.04lgy72,Ashley Tappin,1974-12-18,2074-11-23,m.09c7w0,Ashley Tappin,1.78,"",Datum umrtia nemusi byt spravny.
m.04lj5lw,Martin Balluch,1964-10-12,2064-09-17,m.0h7x,Martin Balluch,"","",Datum umrtia nemusi byt spravny.
m.05zmw_2,Jesse Divnich,"","",m.0d060g,Jesse Divnich,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.067_d5,Arnulf Øverland,1889-04-27,1968-03-25,m.05b4w,Arnulf Øverland,"","",""
m.07kgmdx,Iselín Santos Ovejero,1945-10-16,2045-09-21,m.0jgd,Iselín Santos Ovejero,"","",Datum umrtia nemusi byt spravny.
m.025mb_,Betty White,1922-01-17,2021-12-23,m.09c7w0,Betty White,1.63,"",Datum umrtia nemusi byt spravny.
m.02q9pq0,Judy Devlin,1935-10-22,2035-09-27,m.09c7w0,Judy Devlin,"","",Datum umrtia nemusi byt spravny.
m.02q9pq0,Judy Devlin,1935-10-22,2035-09-27,m.0d060g,Judy Devlin,"","",Datum umrtia nemusi byt spravny.
m.02vrcwp,Petar Bošnjak,1974-06-12,2074-05-18,m.01pj7,Petar Bošnjak,1.78,"",Datum umrtia nemusi byt spravny.
m.03d98_l,Pat Ha,1965-11-21,2065-10-27,m.0d05w3,Pat Ha,"","",Datum umrtia nemusi byt spravny.
m.04n6tnn,Douglas Prasher,1951-08-01,2051-07-07,m.09c7w0,Douglas Prasher,"","",Datum umrtia nemusi byt spravny.
m.07s3wmt,António Eça de Queiroz,1891-12-28,1968-05-16,m.05r4w,António Eça de Queiroz,"","",""
m.07wfmb,Lionel Smith,1920-08-23,1980-11-06,m.02jx1,Lionel Smith,"","",""
m.011455mt,Francesco Stanco,1987-02-26,2087-02-01,m.03rjj,Francesco Stanco,1.91,"",Datum umrtia nemusi byt spravny.
m.02pzd_7,Julien Leparoux,1983-07-15,2083-06-20,m.09c7w0,Julien Leparoux,"","",Datum umrtia nemusi byt spravny.
m.02pzd_7,Julien Leparoux,1983-07-15,2083-06-20,m.0f8l9c,Julien Leparoux,"","",Datum umrtia nemusi byt spravny.
m.0309r1,William Daniels,1927-03-31,2027-03-06,m.09c7w0,William Daniels,1.7,"",Datum umrtia nemusi byt spravny.
m.03h0m3j,Åse Lill Kimestad,1955-08-16,2055-07-22,m.05b4w,Åse Lill Kimestad,"","",Datum umrtia nemusi byt spravny.
m.03h4grl,Justin Walker,1975-09-06,2075-08-12,m.02jx1,Justin Walker,"","",Datum umrtia nemusi byt spravny.
m.03hjp28,Jerzy Makula,1952-01-01,2051-12-07,m.05qhw,Jerzy Makula,"","",Datum umrtia nemusi byt spravny.
m.04ygwg9,Elvin Nimrod,1943-08-27,2043-08-02,m.035yg,Elvin Nimrod,"","",Datum umrtia nemusi byt spravny.
m.04ygwg9,Elvin Nimrod,1943-08-27,2043-08-02,m.09c7w0,Elvin Nimrod,"","",Datum umrtia nemusi byt spravny.
m.0510fc,Jem Cohen,1962-01-01,2061-12-07,m.09c7w0,Jem Cohen,"","",Datum umrtia nemusi byt spravny.
m.0522282,Jacques-Louis de Valon,1659-11-19,1719-03-03,m.0f8l9c,Jacques-Louis de Valon,"","",""
m.080m91x,Donald Losby,1951-01-01,2050-12-07,m.09c7w0,Donald Losby,"","",Datum umrtia nemusi byt spravny.
m.0101hm2z,Shane Greene,1988-11-17,2088-10-23,m.09c7w0,Shane Greene,1.91,"",Datum umrtia nemusi byt spravny.
m.02q87p8,Simon Staho,1972-06-02,2072-05-08,m.0k6nt,Simon Staho,"","",Datum umrtia nemusi byt spravny.
m.02rqg76,Ian Whiteman,1945-05-18,2045-04-23,m.07ssc,Ian Whiteman,"","",Datum umrtia nemusi byt spravny.
m.0306gw,Kelli Williams,1970-06-08,2070-05-14,m.09c7w0,Kelli Williams,1.651,"",Datum umrtia nemusi byt spravny.
m.0405qx6,Scott Monk,1974-06-14,2074-05-20,m.0chghy,Scott Monk,"","",Datum umrtia nemusi byt spravny.
m.0492x8,"Gute Zeiten, schlechte Zeiten","","",m.0345h,"Gute Zeiten, schlechte Zeiten","",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.05mwxhf,Tony McGrady,1944-03-28,2044-03-03,m.0chghy,Tony McGrady,"","",Datum umrtia nemusi byt spravny.
m.05yntw8,Paul A. Olson,1932-07-07,2032-06-12,m.09c7w0,Paul A. Olson,"","",Datum umrtia nemusi byt spravny.
g.11b6c8zc4b,Christian Bach,1979-03-22,2079-02-25,m.0345h,Christian Bach,"","",Datum umrtia nemusi byt spravny.
m.011nhmnv,Tanja Ukmar,"","",m.06t8v,Tanja Ukmar,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.011vs9zw,Roderick Voerman,"","",m.059j2,Roderick Voerman,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.0273g2f,Adrian Jarvis,1983-12-12,2083-11-17,m.02jx1,Adrian Jarvis,1.88,"",Datum umrtia nemusi byt spravny.
m.02rnfpp,Sondra Radvanovsky,1969-04-11,2069-03-17,m.0d060g,Sondra Radvanovsky,"","",Datum umrtia nemusi byt spravny.
m.02vyhp9,Liao Wenfen,1963-04-30,2063-04-05,m.0d05w3,Liao Wenfen,"","",Datum umrtia nemusi byt spravny.
m.03g_8r6,Peterson Peçanha,1980-01-11,2079-12-17,m.015fr,Peterson Peçanha,1.81,"",Datum umrtia nemusi byt spravny.
m.04crh1g,Viktor Bannikov,1938-04-28,2001-04-25,m.05vz3zq,Viktor Bannikov,1.79,"",""
m.04ghm8g,Leo Gregory,1978-11-22,2078-10-28,m.07ssc,Leo Gregory,1.71,"",Datum umrtia nemusi byt spravny.
m.04m_l9h,Paul-Louis Carrière,1908-03-30,2008-02-21,m.0f8l9c,Paul-Louis Carrière,"","",""
m.05pqwv,Jean Lemaire de Belges,1473-01-01,1525-01-01,m.0f8l9c,Jean Lemaire de Belges,"","",""
m.06wfkx,Wilfred Baddeley,1872-01-11,1929-01-24,m.01194hy2,Wilfred Baddeley,"","",""
m.06wfkx,Wilfred Baddeley,1872-01-11,1929-01-24,m.07ssc,Wilfred Baddeley,"","",""
